nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800727,medio,bajo,medio_alto,medio_bajo,medio_bajo,alto,medio_bajo,medio_alto,medio_bajo,alto,70,70,30,62,70,45,54,22,75,44,7,49,Yes
800728,alto,bajo,bajo,bajo,bajo,medio,medio_alto,alto,medio,medio_bajo,48,70,70,70,35,34,74,35,37,85,56,37,Yes
800729,medio,bajo,alto,medio_bajo,medio,medio,alto,alto,medio,bajo,68,70,30,70,59,19,85,42,47,65,9,25,No
800730,medio_alto,bajo,medio_alto,medio,medio_bajo,alto,bajo,medio_bajo,medio_bajo,bajo,45,30,30,30,77,19,15,29,48,49,6,85,No
800731,medio_alto,medio_bajo,medio_bajo,medio_alto,alto,medio,alto,alto,medio,bajo,70,62,30,54,85,59,44,39,85,32,26,53,Yes
800732,medio,medio_alto,alto,medio_bajo,medio_alto,medio,medio_bajo,medio_alto,medio_bajo,medio,30,30,30,61,85,35,78,85,80,76,84,47,No
800733,medio,medio_alto,bajo,bajo,medio,medio_alto,medio,medio,bajo,medio,30,48,70,35,85,34,72,22,53,27,67,50,No
800734,bajo,alto,bajo,medio_bajo,bajo,bajo,medio_alto,medio_bajo,alto,bajo,30,30,30,30,55,80,15,71,15,27,16,40,No
800735,medio_alto,medio,medio,bajo,medio,medio,medio,medio_bajo,alto,bajo,70,70,67,56,36,20,64,76,53,71,96,72,No
800736,bajo,medio_bajo,medio_alto,bajo,medio_alto,alto,alto,alto,medio_bajo,alto,70,61,70,37,41,85,85,84,15,40,97,15,No
800737,bajo,alto,alto,medio_alto,medio_bajo,bajo,medio_bajo,medio_alto,alto,alto,70,70,30,70,66,85,81,74,22,59,85,43,Yes
800738,medio_bajo,alto,alto,bajo,medio_alto,medio_bajo,bajo,alto,alto,medio_alto,30,42,63,70,55,17,15,26,81,83,77,15,Yes
800739,bajo,medio,alto,medio,medio,medio,medio,medio_alto,bajo,alto,32,70,30,30,62,85,82,85,15,71,67,69,No
800740,medio_alto,alto,alto,medio,medio_bajo,medio_bajo,alto,medio,medio_alto,medio_bajo,70,70,30,45,66,72,25,52,45,55,38,85,No
800741,medio,medio_bajo,alto,alto,bajo,bajo,medio_bajo,alto,medio_alto,medio_alto,70,30,70,34,16,67,55,17,16,15,37,85,Yes
800742,medio,alto,medio_alto,bajo,medio_alto,alto,bajo,medio_bajo,alto,alto,30,30,30,70,85,64,53,15,44,85,52,46,Yes
800743,alto,medio_alto,medio_bajo,bajo,medio_alto,bajo,medio,medio_alto,medio,medio_bajo,60,52,30,46,15,15,15,15,68,47,6,39,No
800744,medio_alto,bajo,medio,alto,medio_bajo,medio_alto,medio_alto,alto,medio_bajo,medio_alto,33,30,36,40,22,84,51,30,85,32,4,25,No
800745,alto,medio,bajo,medio_bajo,medio_alto,medio_bajo,alto,alto,medio,medio_bajo,70,53,70,30,85,28,67,85,19,78,24,15,Yes
800746,medio,medio,alto,alto,medio_alto,medio_bajo,medio,alto,medio_alto,bajo,70,60,70,70,28,15,85,32,58,80,84,29,Yes
800747,medio,medio,medio_bajo,alto,medio_alto,medio_bajo,medio_bajo,medio,medio_alto,alto,30,70,70,39,21,85,15,85,15,67,80,15,Yes
800748,medio,bajo,alto,bajo,alto,medio,medio,medio_alto,alto,alto,70,34,45,70,85,55,80,23,67,53,29,80,Yes
800749,medio_bajo,medio,medio_alto,bajo,bajo,medio_alto,medio_bajo,medio,bajo,medio,70,58,70,30,60,74,75,42,32,70,60,47,No
800750,alto,medio,alto,alto,medio,medio,medio_bajo,medio,medio,bajo,66,42,70,30,50,30,15,25,76,53,78,75,No
800751,alto,medio_alto,alto,medio,medio_alto,bajo,medio_bajo,alto,medio_alto,bajo,30,30,30,70,81,36,49,85,36,27,57,15,No
800752,medio_alto,medio,medio_bajo,bajo,bajo,medio_bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,70,70,30,30,77,59,35,59,23,70,80,52,No
800753,medio_alto,medio_alto,medio_alto,medio_alto,alto,bajo,bajo,bajo,medio_bajo,alto,30,30,48,42,85,72,29,34,19,57,56,59,Yes
800754,bajo,medio_bajo,alto,medio,alto,medio,alto,medio_bajo,medio_alto,bajo,30,30,70,30,77,85,85,16,78,55,63,81,Yes
800755,medio_bajo,medio_alto,alto,bajo,medio,bajo,medio_bajo,medio_alto,bajo,alto,30,30,70,70,15,18,15,45,61,76,18,15,No
800756,medio_bajo,bajo,medio_bajo,bajo,medio,medio,medio_bajo,medio_bajo,medio_bajo,medio_alto,46,30,30,46,47,15,48,61,85,79,59,33,No
800757,bajo,alto,medio_bajo,medio,alto,medio_alto,medio_alto,medio,bajo,bajo,70,59,70,30,24,52,85,15,85,15,100,18,Yes
800758,medio_alto,bajo,medio_bajo,bajo,medio_bajo,medio_alto,alto,alto,medio,medio_alto,30,70,70,70,85,15,85,85,70,22,43,15,No
800759,medio,bajo,medio,medio_bajo,medio_bajo,medio_alto,bajo,medio_alto,medio,medio,30,49,31,62,85,67,85,35,78,72,85,15,No
800760,alto,medio_bajo,alto,alto,alto,bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,53,70,30,39,28,63,58,76,62,60,84,34,No
800761,medio_bajo,bajo,bajo,medio_alto,alto,medio_bajo,medio_alto,medio_bajo,medio_alto,medio,70,50,70,30,56,38,33,49,62,48,40,65,Yes
800762,medio_bajo,alto,medio,medio_bajo,alto,alto,medio,alto,alto,medio_bajo,69,70,70,70,71,85,52,15,57,15,18,50,Yes
800763,medio,alto,medio,medio,medio_alto,medio_bajo,bajo,medio_alto,bajo,medio_bajo,46,70,30,70,38,52,74,47,21,15,83,62,Yes
800764,medio_bajo,alto,medio,medio_bajo,medio_bajo,bajo,medio_bajo,medio,alto,medio_bajo,70,30,70,48,24,50,85,85,15,22,52,80,Yes
800765,medio_bajo,medio,alto,medio,medio_bajo,medio,medio_alto,alto,alto,medio,30,30,70,30,61,53,15,30,78,67,99,85,No
800766,medio_bajo,medio_bajo,medio_bajo,medio_bajo,medio_alto,medio_alto,bajo,alto,medio,alto,50,70,70,70,71,84,77,15,62,81,22,15,No
800767,alto,bajo,alto,bajo,medio_alto,medio_alto,medio_bajo,bajo,bajo,alto,49,47,30,45,47,42,46,25,85,85,50,62,No
800768,bajo,medio_alto,medio_alto,bajo,medio,bajo,medio_bajo,medio_alto,medio,medio_alto,60,70,61,30,50,15,29,74,85,31,17,31,No
800769,medio,alto,alto,medio_bajo,medio_alto,bajo,medio_alto,bajo,medio_bajo,alto,55,70,70,52,65,32,25,28,72,85,48,32,No
800770,medio_bajo,medio_alto,medio_alto,alto,medio_alto,medio_alto,alto,alto,medio_bajo,bajo,70,43,48,30,82,33,57,66,17,65,32,85,No
800771,medio_bajo,medio_bajo,medio_bajo,alto,bajo,alto,bajo,medio,bajo,medio_bajo,67,56,41,30,15,85,15,50,15,32,73,52,Yes
800772,medio_alto,medio_alto,alto,medio_alto,bajo,medio_bajo,bajo,medio_bajo,medio_alto,bajo,30,70,41,30,15,74,85,32,85,15,19,76,No
800773,bajo,medio,medio,alto,alto,bajo,medio_alto,bajo,medio,bajo,39,30,30,46,85,78,15,25,45,49,83,15,Yes
800774,bajo,medio,alto,alto,bajo,medio_bajo,medio,alto,medio,bajo,30,30,57,62,85,39,15,73,85,85,95,15,Yes
800775,medio,medio_alto,medio_bajo,medio,alto,medio,bajo,bajo,alto,medio,70,36,70,40,26,79,44,30,85,31,13,29,No
800776,medio,medio_alto,bajo,medio,medio_alto,medio,alto,alto,medio_alto,alto,43,64,70,43,67,44,81,51,15,20,96,17,No
800777,bajo,medio,medio_bajo,medio_bajo,medio,medio_alto,medio_bajo,bajo,bajo,medio,41,30,70,40,26,43,15,47,15,22,35,15,No
800778,alto,medio_alto,alto,alto,medio_bajo,bajo,medio,bajo,medio,medio_bajo,70,30,30,31,51,74,21,68,15,82,27,38,Yes
800779,alto,medio,medio,medio_bajo,alto,alto,medio_alto,medio_alto,bajo,medio,70,45,30,63,57,41,79,15,65,37,79,15,Yes
800780,alto,medio_bajo,bajo,medio_alto,alto,medio_bajo,medio,alto,medio_bajo,bajo,62,70,50,30,85,41,69,85,23,31,77,28,No
800781,alto,medio_alto,bajo,medio_bajo,medio_alto,medio_bajo,medio_alto,medio_alto,medio_bajo,bajo,30,69,70,61,15,47,46,85,85,15,30,39,Yes
800782,alto,alto,bajo,medio,medio_bajo,medio_alto,medio,alto,medio,medio_alto,30,37,46,70,58,15,85,15,49,85,49,43,Yes
800783,medio_bajo,bajo,bajo,medio_bajo,bajo,medio,bajo,medio,bajo,medio_alto,65,30,59,30,54,15,41,30,78,17,74,59,No
800784,bajo,bajo,medio_bajo,bajo,medio_alto,medio,medio,alto,medio_alto,medio,30,30,70,70,17,85,40,29,35,85,94,36,Yes
800785,bajo,bajo,bajo,alto,medio,bajo,medio_bajo,medio,medio,medio,30,30,70,70,62,23,60,56,24,47,70,42,No
800786,bajo,bajo,alto,medio,alto,medio_bajo,alto,medio,bajo,medio,44,55,70,67,22,63,85,32,49,85,36,46,Yes
800787,medio,bajo,alto,medio_bajo,medio_bajo,medio,medio_bajo,alto,medio_alto,medio,42,30,70,30,42,32,43,83,21,64,49,28,No
800788,medio,medio,medio,medio_bajo,bajo,alto,bajo,medio,alto,alto,49,30,63,30,70,41,67,40,15,83,46,51,Yes
800789,medio,medio,bajo,alto,medio_bajo,bajo,medio_alto,alto,medio_alto,alto,30,70,59,30,15,15,35,85,22,81,74,50,Yes
800790,medio,medio,medio_alto,medio_alto,alto,medio,alto,alto,medio_alto,bajo,40,70,70,35,51,85,69,78,85,15,83,66,Yes
800791,medio,bajo,medio_bajo,medio_alto,medio_alto,alto,medio,alto,medio_alto,bajo,70,30,30,30,85,15,34,66,79,71,68,31,Yes
800792,medio_bajo,medio_bajo,bajo,medio,medio,medio_alto,bajo,alto,alto,medio,70,53,70,70,58,55,85,49,15,83,38,85,No
800793,bajo,alto,medio_bajo,medio_alto,bajo,medio_bajo,medio_bajo,medio_bajo,medio,medio_bajo,70,34,37,40,68,68,15,69,21,57,59,71,No
800794,medio_bajo,alto,bajo,bajo,medio_bajo,medio_bajo,medio_alto,medio_bajo,bajo,alto,33,30,65,30,21,68,45,71,24,56,86,85,No
800795,bajo,bajo,medio_bajo,bajo,medio,bajo,medio_alto,alto,medio,medio_alto,38,46,38,50,34,42,39,51,71,85,46,15,No
800796,medio_alto,alto,alto,medio,medio_bajo,alto,alto,medio_bajo,alto,medio_alto,70,70,37,58,65,39,64,36,70,53,35,15,Yes
800797,medio,medio_bajo,bajo,medio,bajo,medio_alto,medio,bajo,medio_alto,alto,49,70,30,70,85,85,63,15,15,57,72,30,Yes
800798,alto,bajo,bajo,medio_alto,alto,alto,medio_bajo,medio,bajo,medio_bajo,35,30,70,30,85,41,51,19,42,33,23,85,No
800799,alto,medio_bajo,medio,bajo,medio_bajo,alto,medio_alto,medio_bajo,alto,alto,30,70,30,59,85,82,49,61,62,48,10,69,No
800800,medio,bajo,medio_bajo,bajo,alto,medio_bajo,alto,alto,bajo,medio_alto,34,70,70,30,85,59,70,85,78,58,90,83,No
800801,medio,alto,bajo,alto,alto,medio,medio_bajo,bajo,medio_bajo,medio_alto,70,30,30,30,30,15,60,46,82,29,87,60,No
800802,bajo,bajo,bajo,medio_bajo,alto,medio_alto,medio,alto,alto,alto,53,70,30,30,19,28,85,49,24,47,71,49,Yes
800803,medio_bajo,alto,alto,medio,medio_alto,medio_alto,medio_bajo,bajo,bajo,alto,57,33,33,69,61,15,15,73,85,15,54,85,Yes
800804,medio,alto,medio,medio_alto,medio_alto,medio_bajo,medio_alto,medio_bajo,bajo,medio,30,30,70,30,85,85,15,85,20,17,72,25,Yes
800805,medio_bajo,medio_bajo,alto,alto,medio_bajo,medio_bajo,alto,alto,alto,medio,70,39,70,30,58,67,45,36,42,65,32,15,No
800806,alto,medio,medio_alto,medio_alto,bajo,medio,medio,medio_alto,medio,medio_alto,41,70,32,55,15,85,85,22,62,41,44,52,No
800807,bajo,medio,medio_alto,medio,medio_bajo,alto,medio,medio_alto,alto,medio,60,37,30,70,66,47,19,26,21,27,46,85,No
800808,bajo,bajo,medio,medio,alto,alto,medio,bajo,medio_alto,medio_bajo,69,70,30,46,85,22,62,60,15,66,98,85,No
800809,alto,medio_bajo,medio_alto,alto,bajo,alto,medio_bajo,medio_bajo,alto,medio_alto,56,60,59,53,63,56,85,15,85,15,46,76,Yes
800810,medio,medio_bajo,bajo,medio_bajo,medio,bajo,alto,medio,medio_alto,alto,30,40,30,44,27,84,31,85,16,30,92,20,No
800811,medio,bajo,bajo,medio_alto,bajo,bajo,medio_bajo,bajo,medio_alto,bajo,63,30,30,70,79,15,66,75,64,18,42,31,No
800812,medio,bajo,medio,bajo,alto,bajo,medio,medio_alto,alto,medio_alto,30,70,32,30,15,31,26,23,85,85,93,15,No
800813,medio_alto,medio_alto,alto,bajo,bajo,alto,medio_bajo,medio_alto,medio_bajo,bajo,70,51,70,70,15,25,64,33,41,15,14,58,Yes
800814,medio,medio_bajo,alto,medio,bajo,alto,medio_alto,medio_alto,bajo,medio_bajo,70,70,30,70,65,21,75,15,34,30,55,62,Yes
800815,medio,medio,medio_bajo,bajo,medio_alto,alto,medio,medio_bajo,alto,alto,59,30,70,41,66,64,18,37,15,85,49,85,Yes
800816,medio_bajo,medio_bajo,medio_alto,alto,medio_alto,alto,medio_bajo,medio_alto,bajo,medio_alto,50,70,32,30,18,64,77,71,85,48,96,77,Yes
800817,medio,bajo,bajo,medio,alto,alto,bajo,alto,medio,alto,52,70,70,70,60,26,40,69,73,21,85,85,No
800818,medio_bajo,alto,medio,medio_bajo,alto,medio_bajo,bajo,medio_alto,alto,bajo,44,30,70,70,15,76,15,20,47,37,59,85,No
800819,bajo,medio,medio_bajo,medio,medio,alto,medio_alto,medio,alto,medio_alto,30,30,58,70,47,15,76,15,70,15,11,43,Yes
800820,medio_alto,alto,bajo,alto,medio_alto,alto,medio_alto,alto,medio,medio,34,46,70,44,60,18,52,49,15,47,39,85,No
800821,medio_alto,alto,bajo,alto,medio,medio_alto,medio_alto,alto,bajo,medio_bajo,70,37,38,69,27,30,39,57,55,40,87,69,Yes
800822,bajo,medio,medio_alto,alto,medio_bajo,medio_alto,medio_bajo,bajo,bajo,alto,30,30,30,40,18,56,36,54,78,15,81,15,No
800823,medio,medio,medio,medio_alto,medio_bajo,bajo,medio_bajo,medio,medio_alto,medio_alto,70,70,30,30,23,85,20,85,76,79,69,49,No
800824,medio_bajo,medio_bajo,alto,alto,medio,alto,medio,medio_alto,medio_bajo,alto,70,39,70,30,79,15,28,15,64,30,82,25,No
800825,medio_alto,alto,bajo,medio_bajo,medio_alto,medio_bajo,alto,medio,medio_bajo,medio,57,44,30,30,54,55,70,15,60,31,64,15,Yes
800826,alto,alto,alto,medio,medio,bajo,medio_alto,bajo,medio_alto,alto,70,30,57,61,32,85,52,49,32,66,52,85,Yes
800827,medio,medio_bajo,medio_bajo,medio_bajo,medio,medio_alto,bajo,medio,bajo,bajo,70,30,70,61,54,61,15,15,69,74,57,34,Yes
800828,medio_bajo,medio_alto,medio_bajo,bajo,medio_bajo,bajo,medio,bajo,bajo,medio_alto,70,70,70,70,76,35,55,68,85,15,95,54,Yes
800829,medio,medio,medio_bajo,alto,bajo,bajo,medio,medio,medio_alto,alto,38,30,31,45,41,47,27,35,75,34,46,75,Yes
800830,medio_bajo,medio_alto,alto,alto,bajo,medio_alto,medio_bajo,bajo,medio,alto,70,37,70,32,85,63,52,56,15,15,21,75,Yes
800831,bajo,alto,medio,medio_bajo,bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,medio_bajo,70,41,70,70,58,41,77,15,20,49,61,38,No
800832,medio_alto,medio,alto,bajo,medio_bajo,alto,alto,medio_bajo,alto,medio,30,30,70,67,35,66,73,65,57,15,84,37,No
800833,medio,medio_bajo,bajo,bajo,medio,alto,medio_alto,medio_alto,alto,medio_bajo,30,30,70,70,16,85,15,15,38,85,15,38,No
800834,alto,medio_alto,bajo,medio_alto,medio_alto,medio_alto,medio_bajo,bajo,alto,alto,47,45,30,30,15,85,28,54,62,55,96,32,Yes
800835,medio,alto,bajo,bajo,bajo,alto,medio_alto,bajo,medio_bajo,medio_alto,70,70,30,46,49,45,74,61,52,35,26,85,Yes
800836,alto,bajo,alto,medio_bajo,alto,bajo,medio_alto,medio_alto,medio_bajo,medio,70,70,70,60,22,58,21,44,15,41,55,84,No
800837,alto,bajo,medio_alto,medio_alto,medio_alto,medio_bajo,medio_bajo,medio_alto,medio,medio,70,30,30,70,15,15,61,15,15,58,98,24,No
800838,medio,alto,medio_bajo,bajo,alto,alto,bajo,medio_bajo,medio_bajo,medio_bajo,70,30,61,62,85,15,15,35,33,16,95,71,Yes
800839,alto,medio,medio_alto,medio_bajo,medio_alto,alto,alto,medio_bajo,alto,medio_bajo,70,57,70,38,82,57,65,83,20,59,49,22,No
800840,bajo,bajo,medio_bajo,alto,medio_bajo,medio,bajo,medio,bajo,medio_alto,70,30,52,70,47,85,85,85,59,51,44,55,Yes
800841,medio,medio,medio_bajo,medio,medio_alto,medio_alto,medio_alto,medio,bajo,medio,70,47,30,48,18,57,15,15,81,15,80,16,Yes
800842,alto,bajo,medio_alto,alto,medio_alto,medio_alto,bajo,medio_bajo,bajo,alto,59,30,69,70,33,26,15,51,68,15,1,30,Yes
800843,bajo,bajo,medio,medio_alto,medio,medio_bajo,medio_alto,medio,medio_alto,alto,70,70,62,53,61,54,85,85,52,71,68,85,No
800844,medio,bajo,medio_alto,medio,medio,alto,medio,bajo,alto,bajo,30,70,70,30,85,65,66,36,33,74,54,78,No
800845,medio,bajo,alto,alto,medio_bajo,alto,medio,medio_bajo,alto,bajo,30,30,38,50,56,83,49,15,19,32,81,45,Yes
800846,medio,bajo,medio,medio_bajo,medio,alto,medio,medio,medio,medio_bajo,69,53,61,70,85,82,15,18,69,34,60,32,Yes
800847,bajo,medio_bajo,medio_bajo,medio_alto,medio_bajo,medio,medio,medio_bajo,bajo,medio_alto,30,70,44,30,25,15,69,56,15,44,69,15,Yes
800848,medio,medio_bajo,medio_bajo,alto,alto,bajo,medio,medio_bajo,bajo,medio_bajo,70,70,30,70,27,60,50,15,55,33,30,78,Yes
800849,medio,medio_bajo,bajo,medio_bajo,alto,medio_alto,medio_alto,medio,medio_bajo,medio_bajo,70,46,30,30,49,80,16,58,81,32,62,85,No
800850,medio_bajo,medio,bajo,alto,alto,medio_alto,medio_alto,alto,medio,medio_bajo,70,30,70,58,85,80,32,85,83,42,66,42,No
800851,alto,bajo,bajo,medio,medio_alto,medio_bajo,medio_bajo,bajo,alto,bajo,70,30,39,30,44,45,81,20,85,64,34,32,No
800852,bajo,medio_alto,medio_bajo,medio,alto,medio,medio,alto,medio_bajo,alto,70,30,70,67,83,85,82,24,15,47,85,15,No
800853,medio,medio_alto,alto,alto,bajo,bajo,medio,medio_alto,medio_alto,bajo,64,30,30,30,32,60,53,50,85,68,15,34,No
800854,alto,medio,medio,alto,bajo,medio_bajo,alto,medio_alto,alto,medio_bajo,61,70,30,44,81,37,40,85,42,85,71,15,No
800855,medio_alto,medio_alto,bajo,alto,medio_bajo,alto,alto,medio_bajo,medio_bajo,medio,32,30,30,70,15,79,69,71,23,26,66,40,No
800856,alto,alto,medio_alto,bajo,bajo,medio,medio_bajo,medio_alto,alto,alto,30,43,30,70,63,15,85,54,47,55,72,15,Yes
800857,medio_alto,alto,medio_bajo,bajo,medio_alto,medio_bajo,medio,medio_bajo,bajo,medio_bajo,70,39,70,30,45,85,22,35,85,85,73,68,Yes
800858,medio,alto,bajo,alto,medio_bajo,bajo,medio,medio,medio_bajo,bajo,30,70,30,52,49,47,23,55,38,60,79,85,No
800859,medio,alto,medio,bajo,medio_bajo,medio_alto,alto,alto,medio,medio,57,70,37,70,15,59,57,15,81,15,76,15,Yes
800860,bajo,alto,alto,medio,alto,medio,alto,medio_alto,medio,medio_bajo,30,45,47,50,85,66,65,15,79,63,76,15,No
800861,medio_bajo,bajo,medio_bajo,medio_bajo,alto,bajo,bajo,medio,medio,alto,47,70,70,70,85,70,51,85,46,32,93,43,Yes
800862,medio_alto,medio,bajo,bajo,medio_bajo,alto,medio_bajo,medio_bajo,medio_bajo,medio_bajo,70,70,70,70,35,62,85,69,15,31,80,85,Yes
800863,bajo,medio,medio_bajo,medio_alto,medio_alto,medio_alto,alto,medio_alto,medio,medio_alto,30,30,30,64,63,85,78,82,74,32,44,35,Yes
800864,medio,medio_alto,alto,bajo,medio_bajo,medio,medio_bajo,alto,medio_alto,bajo,70,30,60,48,49,56,16,15,15,81,19,67,No
800865,bajo,alto,medio_bajo,medio_bajo,medio,medio,medio,bajo,bajo,alto,30,70,30,30,53,85,15,27,41,61,96,39,No
800866,bajo,medio,medio_alto,bajo,alto,medio_bajo,medio_bajo,medio_alto,medio_alto,bajo,47,37,70,30,76,15,85,15,22,15,63,61,Yes
800867,medio,medio_alto,alto,medio_bajo,bajo,alto,medio_bajo,medio_alto,bajo,medio_bajo,70,42,30,43,15,27,85,61,85,15,1,15,No
800868,alto,bajo,medio,medio_alto,alto,medio,medio_alto,alto,bajo,alto,70,65,53,70,70,42,85,15,85,83,17,41,No
800869,medio,alto,medio_bajo,medio_alto,bajo,bajo,bajo,medio_bajo,alto,medio_bajo,61,70,70,42,67,32,18,52,45,36,75,85,Yes
800870,medio,medio,bajo,medio_alto,medio_bajo,alto,medio,medio_bajo,bajo,medio,70,64,30,70,27,51,70,30,54,37,93,40,No
800871,medio_bajo,medio_bajo,bajo,bajo,medio,medio_alto,medio,bajo,medio_alto,medio_alto,54,30,69,30,44,68,49,65,15,48,1,55,Yes
800872,medio,medio,medio,medio,medio,medio_bajo,alto,alto,bajo,bajo,70,34,66,32,85,34,77,33,42,46,3,81,Yes
800873,bajo,bajo,alto,bajo,medio_bajo,bajo,medio_bajo,medio,alto,medio_alto,59,57,70,67,19,65,48,33,79,85,63,29,No
800874,medio_bajo,medio_bajo,alto,bajo,medio,medio_alto,medio,medio,medio_bajo,bajo,70,70,49,30,15,56,57,33,57,15,90,40,Yes
800875,medio_bajo,medio_alto,medio_alto,alto,bajo,medio_bajo,medio_alto,medio_alto,bajo,alto,70,30,30,62,15,47,35,35,85,85,30,48,No
800876,medio_alto,medio,bajo,bajo,bajo,medio_alto,alto,medio,medio_alto,medio_bajo,51,37,70,47,80,65,82,85,15,73,39,62,Yes
800877,alto,medio_alto,alto,alto,medio_bajo,bajo,alto,medio_bajo,bajo,bajo,70,31,47,43,78,69,65,15,85,15,26,85,Yes
800878,medio_alto,medio,medio_alto,medio_alto,bajo,alto,medio,medio,medio_alto,bajo,30,65,30,70,78,31,85,15,15,85,68,48,Yes
800879,alto,medio_alto,alto,medio,bajo,alto,bajo,bajo,medio_bajo,medio_bajo,70,42,53,30,66,85,15,44,66,41,56,27,Yes
800880,alto,medio,alto,medio_alto,medio_alto,medio_alto,medio_alto,alto,medio,medio_bajo,70,70,70,54,24,85,25,46,25,24,49,56,Yes
800881,medio,medio_bajo,bajo,medio_alto,medio,medio_bajo,alto,bajo,medio_bajo,alto,70,70,49,30,47,60,70,85,68,49,18,77,Yes
800882,medio_alto,medio_bajo,medio_bajo,medio_bajo,bajo,medio_alto,medio_bajo,medio_alto,medio_alto,alto,70,49,30,70,76,85,60,17,33,65,98,46,Yes
800883,medio,medio_alto,bajo,alto,medio,medio_alto,medio,medio_bajo,medio,bajo,51,43,30,53,49,70,82,85,15,85,47,42,Yes
800884,alto,medio_alto,alto,alto,alto,alto,medio_bajo,medio,medio_alto,alto,30,65,36,70,68,21,85,85,85,49,6,18,No
800885,alto,alto,medio_bajo,medio_bajo,alto,alto,medio,medio,medio_alto,bajo,30,30,70,70,15,15,85,55,23,83,30,34,No
800886,medio,medio,medio_bajo,medio_bajo,alto,alto,medio_alto,alto,alto,alto,30,30,30,60,29,15,85,15,64,15,13,25,Yes
800887,medio,medio_alto,medio_alto,bajo,medio,medio_bajo,medio_bajo,medio_bajo,medio_bajo,bajo,62,40,63,30,85,35,38,59,53,15,74,18,No
800888,medio,medio_alto,bajo,medio,alto,medio_bajo,medio_bajo,medio,medio_alto,bajo,68,70,53,30,54,80,15,15,15,79,64,37,No
800889,medio,bajo,bajo,medio_bajo,alto,bajo,alto,medio,medio_alto,alto,30,45,31,70,80,74,44,51,85,16,48,27,Yes
800890,bajo,bajo,bajo,medio_alto,medio_bajo,bajo,medio_alto,alto,bajo,alto,43,56,30,70,20,32,35,52,15,15,23,33,No
800891,medio_bajo,medio_alto,medio,bajo,medio_bajo,medio,alto,bajo,medio,medio,30,44,52,56,78,67,19,72,33,25,44,15,No
800892,medio_alto,medio_bajo,medio_alto,medio,alto,medio_bajo,medio_alto,medio_bajo,medio_alto,alto,65,70,30,53,46,34,71,85,58,85,48,31,Yes
800893,bajo,bajo,medio_bajo,medio_alto,bajo,medio,medio_bajo,medio_alto,medio_alto,medio_alto,30,69,70,70,68,36,32,18,85,77,1,51,Yes
800894,bajo,medio,medio_bajo,alto,alto,medio_alto,medio,alto,medio,bajo,70,30,35,30,37,19,73,60,15,15,82,15,Yes
800895,medio,bajo,medio_bajo,medio_bajo,medio,medio_bajo,medio,alto,medio,alto,70,30,30,30,79,57,37,15,53,15,73,31,No
800896,medio_bajo,alto,medio,medio_bajo,bajo,medio,alto,medio_alto,alto,alto,31,30,57,70,85,31,20,85,71,22,94,19,Yes
800897,medio_alto,medio,medio_alto,alto,medio_bajo,bajo,medio,alto,medio_alto,medio_alto,30,70,70,70,18,15,44,66,15,51,16,79,Yes
800898,alto,alto,medio,alto,medio,bajo,medio_bajo,medio_bajo,alto,medio_bajo,48,30,70,30,57,70,85,42,76,85,6,85,No
800899,medio_alto,medio_alto,alto,medio_alto,medio_bajo,medio_bajo,medio_alto,medio_alto,medio_alto,medio,53,54,30,70,80,28,21,25,85,15,42,27,No
800900,medio_alto,medio_alto,medio,bajo,medio,alto,medio_alto,medio_alto,medio_alto,bajo,70,55,30,30,85,78,15,66,69,33,82,38,Yes
800901,medio,medio_alto,medio_alto,medio,medio,alto,alto,bajo,alto,medio,63,32,70,59,15,79,40,44,85,85,90,79,Yes
800902,medio,medio_alto,medio_alto,medio_alto,alto,medio_bajo,medio_alto,medio_bajo,medio_bajo,alto,67,30,30,30,15,15,40,54,15,38,1,85,No
800903,medio_alto,alto,bajo,alto,alto,alto,medio_bajo,medio,bajo,bajo,55,70,38,30,59,15,67,76,82,15,63,85,No
800904,medio_alto,alto,alto,medio_bajo,bajo,medio,bajo,medio_alto,medio,bajo,48,30,33,30,15,15,36,73,63,70,58,53,Yes
800905,medio_bajo,alto,bajo,medio,medio_bajo,medio,medio_alto,medio_bajo,bajo,medio_bajo,44,70,70,30,36,85,85,85,85,21,2,85,No
800906,alto,bajo,bajo,alto,alto,medio,bajo,alto,alto,medio_bajo,32,64,44,30,85,74,40,26,78,24,41,85,No
800907,bajo,alto,medio,alto,medio,bajo,medio_alto,medio_alto,medio_alto,medio_alto,30,51,32,30,22,15,43,60,74,71,86,85,No
800908,medio_alto,bajo,medio_bajo,bajo,bajo,medio_bajo,medio_alto,medio_alto,medio_bajo,medio_bajo,54,30,70,30,15,57,69,46,15,15,62,35,Yes
800909,medio_alto,alto,medio,alto,bajo,medio_alto,bajo,medio_bajo,medio_alto,medio_alto,70,30,70,30,15,80,73,54,71,40,80,40,Yes
800910,medio,medio_alto,medio_alto,medio,medio_bajo,medio_alto,alto,medio_alto,alto,medio,56,51,30,30,24,28,64,15,52,85,95,31,Yes
