nomina,experiencia,disciplina,empatia,liderazgo,seguridad,habilidad_tecnologica,habilidad_pedagogica,vocacion,relaciones_inter,curiosidad,paciencia,normal_D,normal_I,normal_S,normal_C,motivacion_D,motivacion_I,motivacion_S,motivacion_C,presion_D,presion_I,presion_S,presion_C,Decision
800684,medio,medio,medio_alto,medio,medio_bajo,bajo,alto,bajo,medio_bajo,medio_bajo,medio,62,30,52,53,85,48,29,69,15,61,45,57,Yes
800685,bajo,alto,medio_bajo,bajo,medio_bajo,medio_alto,alto,bajo,medio_alto,medio_alto,medio,66,30,57,70,19,17,54,15,15,48,28,45,No
800686,bajo,bajo,medio_alto,medio,medio_bajo,medio_bajo,medio,alto,medio,medio_alto,medio,30,30,70,70,85,15,17,75,79,32,81,77,Yes
800687,alto,medio_alto,alto,medio_alto,alto,medio_bajo,medio_bajo,medio_bajo,medio_bajo,alto,medio,69,47,53,30,67,34,15,80,85,85,16,67,Yes
800688,medio,medio_bajo,medio_bajo,medio_alto,medio_bajo,bajo,medio_alto,medio_alto,alto,alto,medio_alto,70,44,35,30,67,85,26,61,85,85,47,79,No
800689,alto,bajo,medio_bajo,alto,bajo,alto,alto,bajo,medio_bajo,bajo,medio_alto,70,30,34,59,76,66,30,36,15,15,10,50,Yes
800690,alto,medio_alto,alto,bajo,medio_alto,medio,alto,medio_bajo,medio_bajo,medio,medio_bajo,70,67,70,56,81,30,85,27,30,15,92,15,Yes
800691,bajo,alto,medio,medio_bajo,medio_bajo,bajo,bajo,alto,alto,bajo,medio_alto,70,70,58,57,44,37,15,65,15,15,26,51,Yes
800692,medio,bajo,alto,bajo,alto,alto,medio_bajo,medio_alto,bajo,bajo,alto,70,55,70,37,15,29,81,85,31,85,50,15,No
800693,alto,medio_alto,medio_alto,medio_bajo,medio_alto,medio_bajo,alto,medio_bajo,alto,bajo,medio,70,49,70,42,58,42,46,15,78,15,2,15,No
800694,medio_bajo,medio_alto,medio,medio_alto,medio_bajo,medio_bajo,medio_alto,medio_bajo,medio,medio_alto,medio,63,70,70,50,15,57,64,20,85,84,44,20,No
800695,medio,medio,alto,medio,alto,medio,medio,alto,medio_alto,alto,bajo,70,38,61,30,49,60,85,78,49,34,8,43,No
800696,medio,medio_bajo,medio,bajo,medio_alto,medio_alto,alto,medio_alto,medio_alto,medio_alto,medio_alto,70,43,70,30,22,23,85,75,38,85,76,29,Yes
800697,medio_bajo,medio_bajo,medio_bajo,alto,medio_alto,alto,medio_bajo,bajo,bajo,medio,medio_alto,70,70,52,30,54,46,69,85,34,64,82,15,Yes
800698,medio_alto,alto,medio,medio,bajo,medio_bajo,alto,medio,medio_bajo,medio_alto,bajo,49,38,42,63,22,54,68,59,85,15,47,15,Yes
800699,medio,medio,medio,alto,bajo,medio_alto,alto,alto,medio,alto,alto,70,31,60,30,55,85,85,69,60,57,53,23,Yes
800700,alto,medio,medio,medio_alto,medio,medio_bajo,medio,medio_alto,alto,bajo,bajo,70,35,30,70,34,41,48,52,24,15,57,85,No
800701,alto,alto,medio_bajo,medio_alto,bajo,medio,alto,medio_alto,medio,bajo,bajo,53,52,30,70,63,15,38,35,65,39,38,15,Yes
800702,medio_bajo,medio_alto,alto,medio,bajo,medio,medio_alto,medio_bajo,bajo,alto,alto,70,30,47,30,20,53,15,42,15,26,51,49,No
800703,medio_alto,bajo,medio_bajo,medio_bajo,medio,medio_bajo,alto,medio_alto,medio_bajo,medio_bajo,bajo,30,65,52,70,42,51,80,85,85,55,20,63,Yes
800704,medio,medio_bajo,bajo,medio_bajo,medio_alto,medio,alto,medio_bajo,medio_bajo,bajo,bajo,30,30,70,70,85,53,17,46,81,15,93,43,No
800705,medio_bajo,medio_bajo,medio_bajo,medio_bajo,bajo,bajo,bajo,alto,medio_bajo,medio_alto,bajo,31,42,70,30,43,59,85,85,15,29,49,81,No
800706,medio,alto,bajo,medio_bajo,medio_bajo,medio_bajo,bajo,medio_bajo,alto,alto,medio_bajo,30,51,70,30,69,53,56,26,85,83,8,48,Yes
800707,alto,medio,medio_alto,medio,medio_bajo,medio,alto,bajo,medio,medio_bajo,medio,70,70,30,47,29,36,62,80,59,66,3,54,Yes
800708,medio,bajo,medio_bajo,medio,medio_bajo,medio_bajo,medio,medio_alto,bajo,medio_alto,alto,37,30,52,47,52,15,83,52,70,85,21,68,No
800709,alto,medio_alto,medio_bajo,alto,bajo,medio_alto,alto,medio,medio,alto,medio,30,37,30,70,15,68,44,15,52,85,68,47,No
800710,medio_bajo,medio,medio,medio,medio_alto,medio_alto,bajo,alto,medio_alto,medio,bajo,70,70,30,30,64,85,85,40,85,85,74,85,Yes
800711,bajo,alto,bajo,medio_alto,medio_alto,alto,medio_bajo,medio_alto,alto,medio_alto,medio_alto,70,30,31,70,26,25,85,56,85,65,77,32,No
800712,medio_alto,medio_bajo,medio,bajo,medio,medio_alto,bajo,medio_bajo,medio,medio_bajo,medio_bajo,70,30,55,70,23,41,15,83,15,15,62,15,Yes
800713,medio,bajo,medio_alto,medio_bajo,bajo,bajo,alto,medio_alto,medio_bajo,bajo,medio_bajo,70,30,30,35,16,85,15,29,32,85,92,85,No
800714,medio_alto,medio_alto,bajo,bajo,alto,medio_alto,medio_bajo,medio_alto,alto,alto,medio_bajo,30,45,70,70,17,65,85,71,15,25,84,32,No
800715,medio,medio_alto,medio_alto,medio_alto,medio_alto,alto,bajo,alto,medio_alto,alto,medio_alto,70,70,70,43,85,55,15,85,15,37,62,23,No
800716,bajo,alto,alto,medio,medio_alto,medio,medio,medio_alto,medio_bajo,bajo,bajo,30,42,70,30,73,15,15,65,36,85,27,85,No
800717,alto,alto,medio_alto,bajo,alto,bajo,medio_bajo,alto,medio_bajo,alto,medio,70,30,70,70,38,85,17,39,79,81,97,52,No
800718,medio,medio,medio,medio,alto,bajo,medio_bajo,alto,medio,medio,alto,69,30,34,70,85,55,24,36,62,25,57,34,No
800719,bajo,bajo,alto,alto,bajo,medio_alto,bajo,alto,medio_bajo,bajo,alto,70,30,43,30,58,84,15,46,15,85,15,15,Yes
800720,medio,alto,alto,medio_bajo,medio_alto,bajo,alto,bajo,medio_bajo,bajo,alto,36,70,30,33,59,20,85,78,17,29,54,85,Yes
800721,medio_alto,medio,medio_bajo,alto,bajo,medio_bajo,medio_alto,medio_bajo,alto,medio_bajo,medio_bajo,36,57,61,70,66,59,21,85,48,84,30,49,Yes
800722,medio,alto,medio,alto,bajo,medio_bajo,medio_alto,alto,alto,medio_alto,alto,30,30,70,35,75,53,84,19,81,69,41,15,No
800723,medio,medio_bajo,alto,alto,medio,medio_bajo,alto,medio,bajo,medio_alto,bajo,70,39,59,30,41,15,17,46,27,43,2,56,No
800724,bajo,medio_alto,medio_alto,bajo,medio_bajo,medio,medio_bajo,medio_bajo,medio,bajo,medio_alto,30,30,42,44,80,25,81,15,19,18,29,76,Yes
800725,bajo,medio_bajo,medio_alto,medio_bajo,medio,bajo,medio_alto,medio,alto,medio_alto,alto,55,30,45,70,49,15,85,15,16,85,53,69,No
800726,medio_bajo,medio_alto,medio,bajo,bajo,medio_alto,medio_bajo,medio_bajo,medio,bajo,bajo,70,51,30,62,53,85,15,47,84,55,75,15,Yes
800727,alto,medio_bajo,medio_bajo,bajo,medio,medio,bajo,bajo,medio_bajo,medio_bajo,medio,30,70,41,30,20,27,48,68,30,85,54,85,No
800728,medio,medio,medio_alto,medio_bajo,alto,alto,alto,medio_bajo,medio_alto,medio_alto,bajo,70,70,49,33,28,48,42,85,49,60,36,15,Yes
800729,medio_bajo,medio,medio_bajo,medio_bajo,alto,medio_bajo,alto,alto,medio_bajo,bajo,medio_alto,37,70,70,61,85,15,30,74,59,25,45,15,No
800730,alto,alto,medio_alto,medio,medio_alto,bajo,alto,bajo,alto,medio_bajo,medio,70,30,70,70,85,85,71,61,22,60,8,28,No
800731,medio_bajo,medio,medio,alto,bajo,medio_alto,alto,medio,alto,bajo,medio_bajo,56,70,30,30,43,15,25,15,28,39,87,85,Yes
800732,medio,medio,medio_bajo,medio,bajo,medio_bajo,medio_alto,bajo,alto,medio,alto,37,42,53,70,84,15,47,66,84,50,33,24,No
800733,medio,medio_alto,medio,bajo,bajo,medio_alto,bajo,alto,bajo,bajo,bajo,70,30,70,70,85,85,53,70,85,48,83,52,No
800734,alto,medio,bajo,medio,medio,medio,alto,alto,medio,medio,bajo,30,40,70,30,15,39,62,79,45,15,60,15,Yes
800735,bajo,medio,medio_alto,medio,medio,medio_alto,medio,medio,medio_bajo,medio_bajo,alto,30,55,49,30,49,29,85,85,85,59,13,66,No
800736,medio_alto,medio,medio_bajo,medio_bajo,medio_bajo,bajo,medio_alto,medio_bajo,medio_bajo,medio_bajo,bajo,70,70,70,62,55,16,49,76,15,79,19,15,Yes
800737,medio,medio,alto,medio,bajo,bajo,medio,medio_bajo,medio_bajo,medio_alto,bajo,30,70,30,30,36,79,85,51,85,85,49,30,Yes
800738,medio_bajo,alto,bajo,bajo,bajo,medio_bajo,medio,medio_alto,medio_alto,alto,medio_alto,38,37,70,43,18,29,27,31,85,42,89,17,No
800739,medio_alto,alto,medio,medio_alto,medio_bajo,alto,bajo,medio_alto,medio,bajo,alto,30,62,70,30,85,81,65,85,51,79,17,85,No
800740,medio,medio,alto,bajo,bajo,medio_bajo,medio_alto,medio_alto,medio,alto,bajo,32,35,68,42,77,31,44,25,40,23,43,59,Yes
800741,medio_bajo,medio,medio_bajo,medio_alto,alto,alto,medio_bajo,bajo,medio_bajo,medio,alto,30,70,30,47,49,76,17,30,72,85,64,85,Yes
800742,medio_bajo,alto,medio,medio,medio_bajo,bajo,alto,medio_alto,medio,bajo,medio,42,70,30,39,15,15,15,18,24,85,1,66,No
800743,medio_alto,bajo,medio_bajo,medio_alto,alto,alto,bajo,medio,alto,bajo,medio_bajo,30,70,47,70,15,65,15,15,15,85,28,63,Yes
800744,medio_alto,medio,medio_bajo,medio_bajo,medio,medio,medio,medio,medio_alto,medio_alto,bajo,30,70,57,30,62,15,85,31,20,70,100,85,Yes
800745,bajo,medio_alto,alto,bajo,medio,alto,medio_alto,bajo,alto,medio,medio,40,70,54,70,15,35,15,62,47,73,58,15,No
800746,alto,alto,medio_bajo,medio_alto,bajo,medio,bajo,medio,alto,medio_bajo,alto,30,30,65,70,68,70,85,15,48,80,23,85,Yes
800747,alto,medio_bajo,alto,medio_bajo,medio_bajo,medio,medio_alto,medio_bajo,bajo,alto,medio,30,30,70,48,24,46,78,85,52,53,60,37,No
800748,medio,bajo,medio,medio_bajo,bajo,medio_bajo,bajo,medio_alto,medio_alto,medio,alto,53,70,62,55,54,67,81,85,85,36,36,55,No
800749,alto,bajo,alto,medio,bajo,medio_bajo,medio,medio,medio,medio_bajo,alto,70,30,70,60,27,73,35,15,15,73,14,34,Yes
800750,alto,medio_bajo,bajo,medio_alto,medio,medio_alto,alto,medio_bajo,medio_bajo,bajo,medio_bajo,36,56,30,70,85,75,15,85,56,73,50,76,No
800751,bajo,bajo,alto,medio_alto,medio_bajo,medio_alto,medio_alto,medio_bajo,medio_bajo,medio_bajo,medio,70,47,70,30,54,34,45,45,46,34,65,35,Yes
800752,medio,medio_alto,medio,medio_alto,medio_bajo,bajo,medio_bajo,alto,medio,medio_alto,medio_bajo,68,30,49,30,36,49,15,74,85,80,72,70,No
800753,bajo,alto,medio_bajo,medio_alto,alto,bajo,medio,alto,bajo,alto,medio,70,70,57,43,24,77,85,15,45,15,12,15,Yes
800754,medio_alto,medio_bajo,bajo,alto,alto,medio_alto,bajo,medio_bajo,medio_alto,bajo,medio_alto,30,34,70,66,85,23,67,53,43,85,2,85,Yes
800755,medio_alto,medio_bajo,medio_alto,bajo,medio,medio,medio_bajo,alto,medio_alto,bajo,medio_alto,70,70,33,39,82,15,83,73,77,39,46,58,Yes
800756,medio,medio_bajo,medio_alto,bajo,medio_bajo,medio,medio_bajo,medio,medio_bajo,medio_alto,medio_bajo,47,50,30,69,81,39,15,15,15,85,69,15,No
800757,alto,alto,medio_alto,medio_alto,medio,alto,bajo,bajo,bajo,alto,bajo,70,70,30,34,77,33,77,85,70,85,90,18,No
800758,medio_alto,bajo,medio,medio_alto,medio,bajo,medio_alto,medio_bajo,alto,alto,medio_alto,56,70,30,30,23,61,50,38,84,72,1,15,Yes
800759,bajo,alto,bajo,medio,medio_alto,medio_bajo,medio_bajo,bajo,medio_alto,medio,medio_bajo,50,70,70,70,79,30,15,66,50,56,12,50,Yes
800760,medio,medio_alto,medio_bajo,bajo,bajo,alto,bajo,bajo,medio_alto,medio_alto,alto,57,43,33,36,15,85,48,67,78,57,52,74,Yes
800761,medio,bajo,bajo,medio_alto,alto,alto,medio_bajo,medio,medio,bajo,bajo,44,70,55,61,85,23,82,72,85,85,25,29,Yes
800762,alto,medio_bajo,medio,bajo,medio_alto,medio_alto,medio,medio,bajo,bajo,medio_alto,52,38,30,65,69,56,53,85,84,85,35,85,No
800763,medio,bajo,medio_bajo,alto,medio_alto,medio_alto,alto,bajo,alto,medio_bajo,medio,30,30,30,30,84,15,85,85,79,61,31,61,Yes
800764,medio_alto,medio,medio_alto,medio,medio_bajo,medio_alto,medio_bajo,medio,medio_bajo,alto,medio_alto,30,30,30,70,59,64,85,65,85,68,49,20,Yes
800765,alto,medio_alto,bajo,medio,medio_alto,medio_bajo,medio_bajo,medio_alto,bajo,medio_bajo,alto,53,63,70,69,15,39,82,46,73,32,96,85,No
800766,medio,bajo,medio,bajo,medio_bajo,medio,medio_alto,medio_alto,bajo,medio_alto,bajo,70,46,70,30,85,73,15,85,34,61,99,59,Yes
800767,bajo,medio,bajo,medio_alto,alto,medio_alto,medio_alto,medio_bajo,alto,medio,medio_bajo,70,43,70,49,16,47,80,85,15,85,86,68,Yes
800768,bajo,medio,medio,medio_bajo,medio_alto,bajo,medio,medio_alto,medio_alto,medio_alto,alto,30,70,30,70,80,85,40,64,84,85,70,33,Yes
800769,alto,medio_alto,medio,alto,bajo,bajo,medio_alto,medio_bajo,medio_bajo,alto,bajo,70,32,30,30,30,20,81,23,85,15,99,85,No
800770,bajo,medio_bajo,medio_alto,alto,bajo,bajo,bajo,medio_alto,medio_bajo,medio_alto,medio,64,48,41,30,43,84,85,71,15,38,3,85,No
800771,medio,alto,bajo,medio_alto,medio_bajo,medio_bajo,bajo,medio,alto,medio_bajo,medio,35,30,70,70,75,85,38,59,85,15,77,45,Yes
800772,medio_alto,medio,alto,medio,bajo,medio_alto,medio_bajo,medio_bajo,bajo,bajo,bajo,30,70,30,64,82,64,85,15,46,59,87,33,Yes
800773,medio,medio_alto,bajo,medio_bajo,medio,medio_bajo,medio_alto,medio,medio,medio,medio_alto,70,30,30,70,15,61,85,21,39,84,15,77,Yes
800774,bajo,medio_bajo,medio,medio_bajo,medio_alto,medio,medio,medio,bajo,medio_bajo,medio_alto,70,70,46,54,15,57,15,85,23,85,28,85,Yes
800775,medio_bajo,bajo,bajo,medio_alto,medio,medio,bajo,medio,medio_alto,medio_bajo,medio,30,62,30,37,52,69,85,43,45,40,53,15,Yes
800776,alto,medio,medio,medio,alto,medio_alto,medio_alto,medio_bajo,alto,medio,alto,70,69,49,70,15,72,85,80,80,71,44,54,Yes
800777,medio,alto,medio_bajo,alto,medio_alto,alto,bajo,alto,medio_alto,medio_bajo,bajo,35,70,30,30,85,15,49,72,16,18,48,54,No
800778,medio_alto,medio_bajo,alto,medio,bajo,medio,bajo,alto,medio,bajo,alto,70,50,30,70,85,85,49,60,85,21,34,31,Yes
800779,medio_bajo,medio,medio_alto,medio_alto,medio,medio,medio_alto,medio_bajo,alto,bajo,medio,52,70,41,30,85,80,76,85,27,82,40,51,No
800780,alto,medio_bajo,medio,medio_bajo,bajo,medio_bajo,medio_bajo,bajo,alto,bajo,medio_bajo,70,61,70,30,15,53,85,85,62,76,28,15,Yes
800781,medio_alto,alto,medio_bajo,medio,bajo,medio,alto,medio_bajo,medio,medio_bajo,medio,70,41,70,41,47,51,41,70,85,46,99,15,Yes
800782,alto,medio_alto,medio_alto,medio_bajo,medio_bajo,alto,medio_bajo,medio_alto,medio,bajo,alto,70,30,70,30,38,33,85,33,65,70,32,54,Yes
800783,medio,bajo,medio_alto,medio,medio_alto,bajo,alto,alto,medio_alto,alto,alto,70,51,70,43,85,68,80,15,37,35,22,78,Yes
800784,bajo,bajo,medio_bajo,bajo,medio_bajo,medio,bajo,medio_alto,medio_alto,medio_bajo,medio_alto,45,57,30,55,41,85,15,75,49,15,98,38,No
800785,medio,alto,bajo,alto,medio_bajo,bajo,bajo,bajo,medio,medio_alto,bajo,30,70,33,70,72,83,15,85,37,32,13,23,Yes
800786,alto,medio_bajo,bajo,medio_bajo,medio_alto,bajo,medio_alto,bajo,bajo,medio,medio_bajo,32,43,30,30,67,46,15,55,67,41,60,85,Yes
800787,bajo,alto,medio_bajo,medio_bajo,medio,medio_alto,medio_bajo,alto,alto,medio_alto,bajo,70,30,51,70,85,15,83,44,53,27,33,59,No
800788,medio_alto,medio_alto,medio_bajo,alto,medio_bajo,alto,alto,medio_bajo,alto,alto,medio,70,41,38,30,15,15,57,49,15,37,90,41,Yes
800789,medio,bajo,medio_bajo,medio_bajo,medio_alto,medio_alto,medio_bajo,bajo,bajo,alto,medio_alto,30,70,30,55,59,62,85,42,15,82,71,53,No
800790,medio,medio,bajo,medio_bajo,alto,medio_bajo,alto,bajo,medio_bajo,medio,medio_alto,41,70,32,30,40,60,74,77,32,85,41,55,No
800791,medio_alto,medio_alto,alto,medio_alto,alto,alto,medio_bajo,alto,medio_alto,alto,alto,30,57,30,47,85,63,15,85,85,21,78,15,Yes
800792,medio_bajo,medio,medio_bajo,medio_bajo,alto,bajo,alto,bajo,medio_alto,medio,bajo,54,58,69,70,82,85,15,20,40,20,68,77,No
800793,alto,medio,medio,bajo,alto,medio_bajo,alto,alto,medio_bajo,medio_bajo,alto,30,45,70,70,45,85,50,85,24,85,96,70,Yes
800794,bajo,medio_alto,alto,medio,medio_bajo,medio_bajo,alto,medio,alto,medio,medio,70,70,70,70,47,15,55,29,22,27,43,54,Yes
800795,medio,medio_bajo,medio,medio,medio,bajo,medio_bajo,medio_alto,medio,medio,bajo,30,45,34,30,49,50,81,15,74,66,13,37,No
800796,medio,medio_bajo,medio_alto,medio_alto,medio_bajo,medio,medio,bajo,bajo,bajo,medio,30,58,70,30,66,70,85,15,15,30,91,85,No
800797,bajo,medio_alto,medio,medio_alto,medio_alto,medio_bajo,medio_alto,bajo,bajo,alto,medio_alto,30,69,56,70,85,36,16,78,85,15,41,21,No
800798,alto,alto,bajo,medio_alto,bajo,medio_alto,medio_alto,medio_bajo,alto,bajo,medio,70,70,42,34,36,85,45,26,16,52,80,85,Yes
800799,medio,bajo,medio_alto,medio_alto,medio_alto,bajo,medio_bajo,bajo,alto,medio_alto,medio_bajo,60,70,61,70,85,42,33,39,22,57,32,48,No
800800,medio_bajo,medio_alto,medio,bajo,alto,medio_bajo,bajo,alto,medio,bajo,bajo,70,31,43,43,71,47,21,71,84,15,32,15,Yes
800801,medio,medio_bajo,medio_bajo,bajo,bajo,medio,medio_bajo,medio,medio_bajo,medio,medio_alto,70,30,51,70,85,62,42,59,23,68,70,74,Yes
800802,medio,alto,medio_alto,medio_bajo,alto,medio_bajo,medio,alto,medio_alto,medio,medio_bajo,70,70,70,67,50,53,85,27,48,16,46,60,Yes
800803,bajo,medio_bajo,medio_bajo,bajo,medio_bajo,alto,medio_alto,bajo,medio_alto,alto,alto,64,70,62,31,65,38,26,85,15,32,30,85,Yes
800804,medio_bajo,medio,medio_alto,alto,medio_alto,medio,medio_alto,medio,medio,medio,medio_alto,30,70,30,70,15,19,85,15,85,15,75,61,No
800805,medio_bajo,bajo,bajo,bajo,medio_bajo,medio_alto,alto,medio_alto,alto,medio_alto,medio,30,70,44,30,15,30,85,83,69,72,64,15,Yes
800806,bajo,medio_bajo,medio_alto,medio,bajo,medio_alto,medio_bajo,medio_bajo,medio,alto,bajo,70,70,70,40,44,85,43,80,15,79,22,15,No
800807,medio,alto,medio,alto,medio_alto,bajo,medio_alto,medio_alto,medio,medio_bajo,medio_bajo,30,30,30,70,37,78,15,15,66,85,2,64,Yes
800808,medio_bajo,bajo,medio_bajo,bajo,medio_alto,bajo,medio,medio_bajo,medio_bajo,medio_alto,medio_alto,30,70,31,30,68,77,36,85,67,15,45,32,Yes
800809,medio,medio_bajo,medio_bajo,bajo,medio_bajo,bajo,medio_alto,alto,medio_alto,bajo,medio_bajo,70,70,30,44,25,85,63,50,85,43,97,15,Yes
800810,alto,alto,medio,medio_bajo,medio_bajo,alto,bajo,alto,medio,medio_bajo,bajo,67,30,31,70,43,85,34,85,42,58,49,28,No
800811,medio_alto,medio_bajo,medio_alto,medio_bajo,medio_bajo,alto,alto,medio_bajo,medio_bajo,medio_alto,medio_bajo,44,34,70,30,31,85,85,15,56,24,97,15,No
800812,medio_bajo,medio,alto,bajo,medio,medio,medio,medio,medio,alto,medio,68,30,30,60,80,15,15,51,15,64,2,15,Yes
800813,medio_alto,medio_bajo,alto,bajo,medio_bajo,medio_bajo,medio,bajo,alto,alto,medio,30,54,70,30,85,57,85,28,15,53,40,64,Yes
800814,medio,medio_alto,medio_bajo,bajo,medio_alto,medio,medio_alto,bajo,medio,medio,bajo,30,30,40,70,58,49,43,84,44,53,81,15,Yes
800815,alto,alto,medio_alto,medio_bajo,alto,alto,medio_bajo,medio,bajo,medio,alto,48,30,70,63,53,15,75,30,45,29,75,85,No
800816,medio,bajo,medio_bajo,alto,medio,alto,medio_alto,bajo,medio_bajo,medio,bajo,33,43,35,70,15,28,47,55,18,15,26,70,No
800817,medio,medio_bajo,medio_alto,alto,bajo,medio,medio,bajo,alto,alto,medio,70,39,30,42,85,27,35,71,85,74,95,43,Yes
800818,medio,medio,bajo,medio_bajo,medio,medio,medio_bajo,medio,medio_alto,bajo,medio,68,70,59,30,47,23,69,31,34,32,31,26,No
800819,medio,medio_alto,alto,medio_bajo,alto,medio,bajo,medio_alto,bajo,medio,medio_alto,60,70,70,62,85,15,85,76,15,68,40,85,Yes
800820,alto,medio_bajo,medio_bajo,bajo,bajo,alto,medio_bajo,medio,bajo,bajo,bajo,70,66,70,50,59,15,18,41,69,42,50,15,No
800821,bajo,medio_bajo,bajo,alto,bajo,alto,alto,alto,bajo,medio_alto,bajo,34,57,33,70,15,78,42,73,54,15,10,30,Yes
800822,bajo,medio_bajo,medio_alto,bajo,medio,alto,medio,bajo,medio_bajo,medio_alto,medio_alto,37,30,30,70,27,15,65,72,65,15,78,56,No
800823,alto,medio_alto,bajo,medio_alto,medio,medio_alto,medio,medio_alto,bajo,alto,medio,39,70,30,30,18,85,15,15,73,47,22,32,Yes
800824,medio_alto,bajo,bajo,medio_bajo,alto,medio_alto,medio_alto,bajo,medio,bajo,alto,44,44,30,70,57,84,85,15,15,85,77,85,Yes
800825,alto,medio,medio_alto,medio,medio_alto,medio_alto,alto,alto,bajo,medio_bajo,alto,50,70,59,40,72,69,75,51,85,85,16,85,No
800826,medio_bajo,medio_alto,medio,alto,medio_alto,alto,bajo,medio_alto,medio,medio_alto,alto,54,40,70,62,85,85,16,15,79,85,38,15,No
800827,medio,medio,bajo,alto,medio,bajo,medio_alto,bajo,medio,bajo,medio_bajo,69,57,30,52,51,19,15,15,43,69,82,74,Yes
800828,medio_bajo,bajo,medio,medio_alto,alto,medio_bajo,medio_bajo,medio_bajo,bajo,bajo,bajo,30,48,30,63,15,85,85,82,29,49,85,15,Yes
800829,medio_alto,alto,medio_bajo,alto,medio_alto,medio_alto,bajo,bajo,medio,medio_bajo,medio_alto,55,70,62,70,85,22,15,15,15,81,91,15,Yes
800830,medio,medio_alto,medio,medio_alto,medio,medio_alto,medio_bajo,alto,medio_bajo,alto,medio,40,70,70,30,60,80,35,46,42,15,96,30,Yes
800831,bajo,medio_alto,alto,medio_bajo,medio_alto,medio_alto,medio_alto,medio_bajo,bajo,medio_alto,alto,30,30,30,30,33,50,68,84,68,81,86,53,No
800832,medio_bajo,medio_bajo,medio,medio_alto,medio_alto,medio_alto,medio_alto,bajo,alto,alto,medio,43,30,30,70,36,24,66,69,30,85,38,42,No
800833,medio_alto,medio,alto,medio_alto,medio,medio,medio_bajo,bajo,medio_bajo,medio_alto,alto,30,70,33,53,32,42,50,30,85,85,21,51,Yes
800834,medio,medio,medio_alto,medio,alto,alto,medio,bajo,medio,medio_bajo,alto,30,30,30,70,40,27,60,54,15,15,4,85,Yes
800835,medio_bajo,medio_bajo,medio_bajo,medio_alto,medio_bajo,medio_bajo,alto,medio_bajo,medio,medio,bajo,65,30,58,30,45,68,42,15,68,85,83,85,No
800836,bajo,medio_alto,alto,medio_bajo,medio_alto,medio_alto,bajo,medio_bajo,medio,medio_bajo,alto,65,30,30,30,59,32,19,15,30,20,28,73,No
800837,medio_alto,alto,bajo,medio_alto,bajo,medio_alto,bajo,medio,medio_bajo,medio_bajo,medio_alto,30,64,70,70,16,58,55,26,15,75,64,55,Yes
800838,medio_alto,medio_bajo,alto,medio_alto,medio_bajo,bajo,alto,medio,alto,bajo,medio_bajo,70,31,49,70,85,55,21,15,29,85,62,23,Yes
800839,medio_alto,medio_alto,medio_bajo,medio,medio_alto,medio,alto,medio_bajo,medio,medio_alto,alto,30,70,70,70,40,73,67,78,56,17,73,77,No
800840,medio_bajo,alto,bajo,medio,medio,medio,alto,bajo,medio,medio_alto,medio_bajo,30,65,30,30,80,83,32,21,27,56,51,67,Yes
800841,medio_alto,alto,medio_alto,bajo,medio,medio_alto,medio_bajo,medio_alto,medio_alto,medio_bajo,bajo,70,70,30,57,66,85,49,42,15,38,44,55,Yes
800842,medio_bajo,medio,medio_alto,medio_alto,medio_alto,bajo,bajo,medio_alto,bajo,alto,alto,37,70,30,70,64,65,56,23,36,81,55,67,Yes
800843,bajo,bajo,medio_bajo,medio_bajo,medio_alto,bajo,medio_bajo,bajo,alto,medio_alto,medio,56,70,54,30,25,70,15,38,15,15,20,15,Yes
800844,alto,bajo,medio_bajo,medio_alto,bajo,bajo,bajo,bajo,medio,bajo,alto,30,70,58,30,85,21,31,85,77,15,54,15,No
800845,alto,bajo,medio,medio_alto,medio_bajo,bajo,bajo,alto,alto,medio_alto,medio_bajo,30,30,55,30,57,31,58,61,46,15,88,85,No
800846,medio_bajo,medio,bajo,medio,medio,medio,bajo,alto,medio_alto,medio_alto,medio_alto,69,59,35,44,35,45,26,64,84,84,25,73,No
800847,medio,bajo,medio_bajo,medio_bajo,alto,medio_bajo,alto,bajo,bajo,medio,alto,58,30,67,30,15,51,85,81,61,42,88,34,Yes
800848,medio_bajo,medio,medio_alto,bajo,bajo,medio_alto,bajo,medio_alto,medio,medio,bajo,70,53,30,70,85,19,44,46,62,39,3,85,Yes
800849,bajo,alto,alto,alto,alto,bajo,medio,medio_alto,medio_bajo,medio,medio,54,48,49,62,15,66,43,41,15,65,3,85,Yes
800850,alto,medio_alto,bajo,medio_bajo,medio,medio_alto,medio_bajo,medio_alto,medio_bajo,medio_alto,medio_alto,61,30,70,70,15,28,75,39,15,85,92,15,Yes
800851,medio_alto,medio_alto,medio_alto,medio_bajo,medio,bajo,medio,medio_bajo,alto,alto,medio_alto,58,30,31,35,24,66,62,79,20,36,70,85,No
800852,bajo,medio,bajo,medio,alto,medio,alto,bajo,bajo,medio_bajo,medio_bajo,70,33,30,70,85,62,18,45,56,18,43,33,No
800853,alto,bajo,bajo,medio_alto,medio_bajo,medio_alto,bajo,medio,medio_bajo,medio_alto,alto,47,70,48,36,85,30,85,24,15,44,28,33,Yes
800854,medio,medio,medio_bajo,medio_bajo,alto,bajo,medio_alto,medio,bajo,alto,medio_alto,42,30,45,70,85,85,29,15,74,15,92,15,No
